광역시도,시군구,날짜,플랫폼,캠페인명,유입채널,기기,OS,브라우저,세션수,사용자수,페이지뷰,평균체류(초),이탈률(%),전환수,광고비(원)
경기,남양주시,2025-02-11,Naver,캠페인_C,검색광고,PC,macOS,Naver앱,1702,1246,3939,186,61.2,94,1302848
부산,사상구,2025-02-11,YouTube,캠페인_O,SNS광고,PC,Android,Edge,3019,2253,16115,330,18.8,259,1358445
경기,안산시,2025-02-11,KakaoTalk,캠페인_B,직접접속,PC,Android,Chrome,229,152,946,23,32.5,17,1923355
대전,유성구,2025-02-12,Instagram,캠페인_I,자연검색,모바일,iOS,Safari,11,10,49,270,39.5,0,747111
제주,제주시,2025-02-12,YouTube,캠페인_O,추천링크,모바일,Android,Chrome,1181,980,4239,233,75.9,116,1474548
경기,수원시,2025-02-12,TikTok,캠페인_P,자연검색,PC,Windows,Chrome,3472,2504,13672,137,63.4,298,620711
서울,송파구,2025-02-13,TikTok,캠페인_F,SNS광고,모바일,Android,Chrome,1621,1467,2986,280,76.7,148,1400163
광주,광산구,2025-02-14,KakaoTalk,캠페인_T,추천링크,PC,Android,Chrome,4958,3762,24599,150,75.8,261,1839855
서울,강남구,2025-02-14,TikTok,캠페인_C,자연검색,모바일,Android,Chrome,2299,2059,5555,375,73.9,116,802693
경기,남양주시,2025-02-15,YouTube,캠페인_P,자연검색,PC,iOS,Edge,2588,2425,6291,223,33.8,157,1254644
인천,서구,2025-02-16,Facebook,캠페인_L,추천링크,모바일,iOS,Edge,2366,2153,10498,122,66.9,43,1137358
인천,부평구,2025-02-16,Facebook,캠페인_P,SNS광고,PC,Android,Chrome,2743,2104,14877,47,30.6,29,294291
대전,유성구,2025-02-16,Facebook,캠페인_B,SNS광고,모바일,Windows,Chrome,3668,2334,11110,342,19.8,134,627877
대구,달서구,2025-02-17,KakaoTalk,캠페인_M,SNS광고,모바일,Windows,Chrome,4801,4537,26534,337,39.2,416,408018
대구,북구,2025-02-17,Naver,캠페인_H,직접접속,PC,Windows,Samsung Internet,3419,2673,7920,359,82.1,144,1925308
광주,광산구,2025-02-18,Instagram,캠페인_R,자연검색,모바일,iOS,Chrome,2321,1653,10308,59,53.7,37,483685
경기,안산시,2025-02-18,KakaoTalk,캠페인_D,검색광고,모바일,iOS,Chrome,507,442,2601,169,64.6,38,59058
대전,중구,2025-02-18,TikTok,캠페인_S,이메일,PC,Windows,Samsung Internet,4769,2876,23276,56,39.6,342,910090
광주,광산구,2025-02-18,TikTok,캠페인_Q,검색광고,모바일,iOS,Safari,542,447,976,142,26.9,50,1714582
부산,수영구,2025-02-18,Facebook,캠페인_S,SNS광고,모바일,iOS,Edge,620,561,2371,346,51.9,12,344328
경기,부천시,2025-02-19,KakaoTalk,캠페인_L,SNS광고,PC,macOS,Edge,4673,3972,25436,188,87.2,106,677605
대구,수성구,2025-02-20,TikTok,캠페인_T,SNS광고,모바일,Android,Safari,3671,3173,15635,337,23.3,332,931092
광주,광산구,2025-02-20,KakaoTalk,캠페인_D,SNS광고,모바일,Android,Samsung Internet,2371,1602,10497,137,27.4,162,31074
서울,강남구,2025-02-20,Facebook,캠페인_K,SNS광고,모바일,iOS,Safari,765,563,2260,179,44.8,30,243118
광주,광산구,2025-02-21,TikTok,캠페인_L,SNS광고,모바일,iOS,Chrome,4853,4304,20419,260,75.5,78,402915
제주,제주시,2025-02-21,Facebook,캠페인_I,추천링크,모바일,Android,Edge,4202,3485,9096,398,51.2,107,994423
인천,서구,2025-02-21,YouTube,캠페인_A,검색광고,PC,Android,Chrome,3092,2014,6402,335,67.3,194,1323019
인천,연수구,2025-02-22,TikTok,캠페인_T,직접접속,모바일,iOS,Samsung Internet,1870,1254,7520,37,49.6,30,1708241
인천,남동구,2025-02-22,Naver,캠페인_A,검색광고,모바일,iOS,Edge,4448,3818,7266,58,20.3,196,1358888
제주,제주시,2025-02-23,TikTok,캠페인_A,SNS광고,모바일,iOS,Chrome,4862,4492,21953,71,69.5,428,1818445
제주,서귀포시,2025-02-23,Instagram,캠페인_K,자연검색,모바일,Android,Safari,612,458,1741,135,75.4,46,837310
대구,수성구,2025-02-23,Naver,캠페인_Q,SNS광고,모바일,iOS,Chrome,1105,804,4852,219,76.8,56,1075294
대전,서구,2025-02-24,TikTok,캠페인_K,검색광고,모바일,Windows,Safari,3535,2548,18896,218,71.1,263,1938981
대구,중구,2025-02-25,TikTok,캠페인_K,검색광고,PC,iOS,Safari,3714,2727,14482,280,85.3,44,1837133
대전,유성구,2025-02-25,TikTok,캠페인_R,검색광고,모바일,Android,Safari,836,633,2671,384,85.0,22,1648589
경기,남양주시,2025-02-26,Facebook,캠페인_A,자연검색,모바일,iOS,Chrome,367,225,1952,17,44.9,19,471693
대구,북구,2025-02-26,Naver,캠페인_F,SNS광고,모바일,iOS,Safari,3576,2823,18080,24,28.8,300,1395434
인천,남동구,2025-02-27,Instagram,캠페인_Q,직접접속,PC,iOS,Edge,4263,2942,6991,390,35.4,67,102459
서울,마포구,2025-02-27,Facebook,캠페인_S,SNS광고,모바일,Windows,Chrome,4430,3026,7871,373,52.5,262,671842
서울,서초구,2025-02-27,KakaoTalk,캠페인_R,SNS광고,모바일,Android,Safari,3036,1837,8997,355,47.1,93,548479
인천,부평구,2025-02-27,YouTube,캠페인_R,SNS광고,모바일,Android,Samsung Internet,3284,2921,18851,257,46.3,60,680185
서울,노원구,2025-02-28,TikTok,캠페인_S,추천링크,모바일,Android,Naver앱,615,578,3263,377,86.2,24,1552114
제주,서귀포시,2025-03-01,YouTube,캠페인_D,자연검색,모바일,macOS,Chrome,1402,1129,2252,57,53.1,92,883627
제주,제주시,2025-03-01,Facebook,캠페인_L,자연검색,모바일,Android,Chrome,4734,4414,27540,124,65.2,161,1194070
서울,마포구,2025-03-01,YouTube,캠페인_D,SNS광고,모바일,Windows,Safari,2617,2397,12853,60,66.6,282,28366
부산,사상구,2025-03-01,Naver,캠페인_O,검색광고,모바일,Android,Chrome,2731,2359,8468,128,80.8,157,1044140
대전,유성구,2025-03-02,TikTok,캠페인_R,SNS광고,PC,iOS,Naver앱,2346,1472,12005,276,30.1,167,837180
부산,수영구,2025-03-02,Instagram,캠페인_O,SNS광고,모바일,Windows,Safari,2243,2010,3951,151,75.1,66,62328
대구,수성구,2025-03-02,KakaoTalk,캠페인_A,SNS광고,모바일,Windows,Chrome,536,411,2102,204,25.3,38,724042
경기,화성시,2025-03-02,KakaoTalk,캠페인_B,직접접속,모바일,Windows,Edge,659,576,1595,46,28.3,10,1733607
인천,서구,2025-03-02,Instagram,캠페인_K,검색광고,태블릿,iOS,Safari,2264,1467,10024,383,26.3,70,1027273
서울,서초구,2025-03-03,Naver,캠페인_H,검색광고,모바일,Android,Safari,1311,825,5966,191,49.4,24,1716663
서울,종로구,2025-03-03,Facebook,캠페인_D,검색광고,PC,macOS,Safari,287,177,1000,324,75.2,7,389021
광주,서구,2025-03-03,YouTube,캠페인_F,SNS광고,PC,iOS,Safari,426,260,1341,296,28.8,24,1872016
경기,안산시,2025-03-04,Naver,캠페인_I,검색광고,PC,Android,Safari,3150,2861,6261,329,86.7,96,802118
부산,수영구,2025-03-04,KakaoTalk,캠페인_I,SNS광고,PC,Android,Chrome,647,601,3012,34,23.0,6,75235
인천,연수구,2025-03-04,KakaoTalk,캠페인_G,SNS광고,모바일,Windows,Edge,2719,2421,12618,258,17.5,252,1725350
광주,광산구,2025-03-04,KakaoTalk,캠페인_K,검색광고,모바일,iOS,Safari,3871,3281,10819,291,39.8,375,887211
경기,수원시,2025-03-05,Instagram,캠페인_J,자연검색,모바일,iOS,Samsung Internet,3801,3044,17623,314,84.2,324,1850986
광주,서구,2025-03-05,YouTube,캠페인_H,검색광고,모바일,Windows,Safari,4231,3044,22789,343,47.3,251,1834985
서울,노원구,2025-03-05,Facebook,캠페인_Q,SNS광고,모바일,Android,Edge,3269,2211,6530,379,15.4,29,886507
경기,용인시,2025-03-05,Facebook,캠페인_J,SNS광고,모바일,Android,Chrome,4906,4442,24699,153,19.4,165,1573179
대구,달서구,2025-03-06,TikTok,캠페인_R,검색광고,모바일,Android,Chrome,499,438,1077,80,33.6,18,1049296
광주,광산구,2025-03-06,Instagram,캠페인_A,검색광고,모바일,Android,Safari,4684,2891,9293,247,68.2,63,1869415
대구,중구,2025-03-07,KakaoTalk,캠페인_P,직접접속,모바일,Android,Chrome,4530,3592,23518,288,76.4,91,1555987
대구,달서구,2025-03-07,Facebook,캠페인_F,검색광고,모바일,Android,Naver앱,4930,3470,22482,393,74.7,102,745269
대구,달서구,2025-03-07,YouTube,캠페인_R,SNS광고,모바일,iOS,Safari,4265,3236,7295,136,57.0,329,798402
대전,서구,2025-03-07,KakaoTalk,캠페인_T,SNS광고,PC,Windows,Safari,675,476,3223,143,40.9,9,440737
대구,북구,2025-03-08,TikTok,캠페인_H,검색광고,모바일,Windows,Safari,3887,2926,12346,188,46.7,57,824481
부산,수영구,2025-03-08,TikTok,캠페인_M,자연검색,모바일,iOS,Naver앱,83,70,283,103,37.5,1,17856
제주,서귀포시,2025-03-08,Naver,캠페인_N,검색광고,모바일,Android,Naver앱,1166,997,2568,340,35.8,53,1713510
대구,중구,2025-03-08,Facebook,캠페인_D,이메일,모바일,Android,Naver앱,215,158,1139,79,59.1,13,1548387
대구,달서구,2025-03-09,TikTok,캠페인_Q,SNS광고,모바일,Android,Naver앱,2454,2224,12653,36,52.2,90,876806
인천,연수구,2025-03-09,KakaoTalk,캠페인_N,직접접속,태블릿,Android,Naver앱,4438,4097,13807,237,28.4,204,1308326
서울,강서구,2025-03-09,YouTube,캠페인_C,이메일,PC,iOS,Chrome,1003,720,4657,64,58.7,39,855203
대전,서구,2025-03-09,Facebook,캠페인_J,검색광고,태블릿,Android,Safari,2370,1552,9604,136,41.1,125,1550251
경기,안산시,2025-03-10,Facebook,캠페인_B,직접접속,모바일,iOS,Chrome,822,746,3837,308,66.1,74,1809572
인천,남동구,2025-03-10,Facebook,캠페인_A,이메일,모바일,iOS,Naver앱,3677,2846,19749,337,69.5,321,754753
제주,제주시,2025-03-11,Instagram,캠페인_O,검색광고,모바일,iOS,Naver앱,3032,2123,12079,44,19.2,108,398213
인천,부평구,2025-03-11,TikTok,캠페인_J,SNS광고,모바일,Windows,Chrome,4431,3175,15850,237,21.8,355,570719
부산,해운대구,2025-03-11,KakaoTalk,캠페인_N,SNS광고,PC,Android,Safari,810,729,4758,66,85.7,19,894318
제주,제주시,2025-03-11,Naver,캠페인_D,SNS광고,모바일,Android,Samsung Internet,2882,2342,9885,328,78.2,148,1862805
대구,수성구,2025-03-11,TikTok,캠페인_D,추천링크,PC,Android,Edge,4199,2826,8162,28,30.2,83,1334654
경기,안산시,2025-03-11,Naver,캠페인_T,SNS광고,모바일,iOS,Safari,3678,2523,15078,157,42.2,229,163598
인천,부평구,2025-03-12,Instagram,캠페인_H,검색광고,모바일,macOS,Samsung Internet,4831,4234,28280,17,45.9,175,1449083
광주,광산구,2025-03-12,Facebook,캠페인_A,검색광고,모바일,Android,Safari,3584,2402,15488,374,36.6,29,407464
인천,부평구,2025-03-12,KakaoTalk,캠페인_D,추천링크,모바일,iOS,Chrome,2502,2203,13620,73,72.9,79,774069
경기,용인시,2025-03-12,KakaoTalk,캠페인_K,SNS광고,PC,Android,Chrome,805,758,1543,257,87.3,85,1840250
경기,성남시,2025-03-12,Facebook,캠페인_B,검색광고,PC,Android,Safari,640,553,3553,204,88.0,50,1604537
경기,안산시,2025-03-12,Naver,캠페인_H,자연검색,모바일,Android,Edge,954,732,3132,200,59.3,12,334090
대전,중구,2025-03-12,Instagram,캠페인_P,SNS광고,PC,Windows,Chrome,2550,1818,14915,340,64.5,64,1884780
인천,연수구,2025-03-12,Instagram,캠페인_S,검색광고,PC,iOS,Chrome,1136,784,6757,109,70.9,18,86131
제주,제주시,2025-03-13,TikTok,캠페인_B,자연검색,모바일,Windows,Chrome,3748,2356,22403,387,34.0,91,1722425
제주,서귀포시,2025-03-13,KakaoTalk,캠페인_E,SNS광고,모바일,iOS,Chrome,2913,2011,15196,391,80.8,117,925040
제주,제주시,2025-03-13,TikTok,캠페인_N,자연검색,모바일,macOS,Edge,4140,3424,14272,211,17.0,381,1203579
부산,동래구,2025-03-14,TikTok,캠페인_A,SNS광고,PC,Windows,Chrome,2507,1528,9222,126,79.6,141,1285737
경기,화성시,2025-03-15,KakaoTalk,캠페인_J,검색광고,모바일,Android,Chrome,1275,1098,4307,86,58.9,14,1968289
부산,사상구,2025-03-15,Instagram,캠페인_O,자연검색,모바일,Android,Chrome,3405,2413,11384,22,51.9,14,1040578
대전,중구,2025-03-15,KakaoTalk,캠페인_F,추천링크,모바일,iOS,Chrome,2040,1538,10998,268,76.3,78,1457221
대전,중구,2025-03-15,Naver,캠페인_C,자연검색,PC,Android,Safari,2448,2010,8515,173,60.0,135,1969413
대구,중구,2025-03-16,Instagram,캠페인_E,추천링크,모바일,Windows,Samsung Internet,4977,3453,9388,248,24.1,268,1305708
경기,성남시,2025-03-17,Naver,캠페인_P,자연검색,모바일,iOS,Chrome,4671,3660,12093,296,34.9,356,1849670
부산,수영구,2025-03-17,KakaoTalk,캠페인_M,직접접속,모바일,Android,Safari,3057,2596,14622,271,70.6,35,1565159
서울,강서구,2025-03-17,KakaoTalk,캠페인_M,SNS광고,PC,Windows,Chrome,1917,1487,7930,236,59.8,62,1461197
부산,동래구,2025-03-17,Naver,캠페인_M,검색광고,PC,Windows,Chrome,1599,1408,3646,39,26.4,23,1658885
서울,종로구,2025-03-18,Naver,캠페인_L,검색광고,모바일,iOS,Samsung Internet,1356,899,7358,180,16.6,51,1113532
서울,강서구,2025-03-18,KakaoTalk,캠페인_O,직접접속,모바일,Android,Chrome,3284,2518,18470,76,42.4,258,965033
대구,수성구,2025-03-18,Naver,캠페인_R,검색광고,모바일,iOS,Safari,3013,2425,8390,165,52.6,166,802132
대구,중구,2025-03-18,Instagram,캠페인_G,SNS광고,태블릿,Android,Chrome,1213,929,6143,49,79.1,73,818841
경기,화성시,2025-03-19,Facebook,캠페인_Q,자연검색,PC,iOS,Safari,3894,3539,17949,355,29.8,289,1273787
부산,사상구,2025-03-19,Naver,캠페인_H,이메일,태블릿,Android,Chrome,1594,967,6048,378,34.7,115,1756704
인천,남동구,2025-03-19,Facebook,캠페인_I,직접접속,모바일,Android,Edge,597,390,3168,188,71.8,42,905769
인천,부평구,2025-03-19,Facebook,캠페인_D,검색광고,PC,iOS,Samsung Internet,3164,2826,15033,89,50.0,132,1421089
인천,남동구,2025-03-19,Naver,캠페인_G,직접접속,PC,iOS,Chrome,954,745,2135,314,23.5,47,1684289
광주,광산구,2025-03-19,Instagram,캠페인_K,SNS광고,모바일,iOS,Safari,1446,963,4257,151,81.3,92,579651
서울,송파구,2025-03-20,KakaoTalk,캠페인_J,자연검색,모바일,Android,Safari,1817,1578,10786,65,80.3,182,1507087
인천,서구,2025-03-20,Instagram,캠페인_J,자연검색,모바일,Android,Samsung Internet,711,471,4057,21,86.0,49,330380
부산,동래구,2025-03-21,TikTok,캠페인_F,검색광고,모바일,Android,Chrome,4069,2901,23111,156,31.3,326,1569367
서울,영등포구,2025-03-21,YouTube,캠페인_O,SNS광고,모바일,iOS,Edge,1150,698,5800,293,52.8,38,1004874
서울,노원구,2025-03-22,Naver,캠페인_H,자연검색,모바일,Android,Chrome,1191,976,4361,73,31.2,28,770715
대구,북구,2025-03-22,Instagram,캠페인_I,자연검색,모바일,iOS,Chrome,2728,2159,9848,222,70.9,99,1301713
제주,서귀포시,2025-03-22,Facebook,캠페인_D,SNS광고,모바일,Windows,Chrome,1177,991,3125,399,24.8,23,1107224
서울,마포구,2025-03-23,Instagram,캠페인_A,추천링크,모바일,Android,Samsung Internet,4930,3433,27163,352,45.1,91,1235160
대전,유성구,2025-03-23,KakaoTalk,캠페인_N,SNS광고,PC,Android,Safari,3312,2077,6840,387,23.5,153,1356676
인천,연수구,2025-03-23,Naver,캠페인_O,직접접속,모바일,iOS,Chrome,888,702,4621,169,28.5,14,980792
부산,해운대구,2025-03-23,Instagram,캠페인_R,이메일,PC,iOS,Chrome,2370,1946,9561,31,68.2,57,1791786
광주,광산구,2025-03-24,KakaoTalk,캠페인_H,추천링크,PC,macOS,Naver앱,1922,1413,6066,389,27.4,32,179890
대구,수성구,2025-03-24,Naver,캠페인_M,SNS광고,모바일,Android,Safari,566,512,2771,72,83.2,34,1580977
서울,강서구,2025-03-24,TikTok,캠페인_Q,검색광고,모바일,Android,Safari,1417,1026,2635,372,81.1,26,93762
서울,송파구,2025-03-24,Instagram,캠페인_B,검색광고,모바일,Android,Chrome,2191,1320,4628,380,56.5,44,931482
부산,동래구,2025-03-24,Instagram,캠페인_N,검색광고,모바일,iOS,Edge,2275,1902,4922,273,52.0,123,1827633
경기,화성시,2025-03-25,Facebook,캠페인_D,SNS광고,PC,Android,Chrome,1838,1212,8755,53,64.8,85,1947392
광주,북구,2025-03-25,Instagram,캠페인_H,자연검색,PC,iOS,Samsung Internet,4912,4386,10051,261,81.9,202,768590
경기,성남시,2025-03-26,Instagram,캠페인_D,SNS광고,PC,Android,Samsung Internet,4422,4142,12347,228,23.0,89,1677932
서울,마포구,2025-03-26,Naver,캠페인_Q,자연검색,PC,iOS,Chrome,108,75,237,311,44.4,6,1325862
서울,강남구,2025-03-26,YouTube,캠페인_O,이메일,PC,Android,Edge,934,851,3866,355,18.3,10,681663
부산,수영구,2025-03-27,Facebook,캠페인_M,검색광고,모바일,iOS,Safari,4931,3663,28831,340,48.8,214,1405257
인천,서구,2025-03-27,YouTube,캠페인_D,이메일,모바일,iOS,Naver앱,999,860,5360,367,41.8,80,305431
인천,부평구,2025-03-28,YouTube,캠페인_O,SNS광고,모바일,Android,Safari,3200,2200,15004,98,77.8,142,1665847
경기,화성시,2025-03-28,Instagram,캠페인_S,직접접속,PC,Windows,Safari,3327,2743,7841,199,80.9,95,1344974
제주,제주시,2025-03-28,TikTok,캠페인_T,SNS광고,모바일,Android,Safari,1348,1240,3409,220,41.0,74,477946
제주,서귀포시,2025-03-28,KakaoTalk,캠페인_E,직접접속,모바일,Android,Chrome,2694,1981,13064,322,62.6,220,128633
제주,서귀포시,2025-03-29,Instagram,캠페인_K,SNS광고,모바일,iOS,Chrome,4785,4299,16811,334,40.6,320,1771447
부산,북구,2025-03-29,YouTube,캠페인_I,SNS광고,모바일,iOS,Chrome,3776,2910,16845,89,35.6,74,1857553
인천,남동구,2025-03-30,Instagram,캠페인_O,직접접속,PC,Android,Edge,840,613,2099,67,52.3,53,550787
인천,남동구,2025-03-30,Naver,캠페인_I,SNS광고,PC,Android,Chrome,1466,1083,2663,389,25.2,113,593014
제주,제주시,2025-03-30,TikTok,캠페인_Q,SNS광고,모바일,iOS,Chrome,3843,2790,17167,296,54.1,175,613269
광주,광산구,2025-03-30,TikTok,캠페인_I,SNS광고,모바일,iOS,Safari,132,82,748,207,28.1,8,644677
제주,제주시,2025-03-30,Facebook,캠페인_F,자연검색,모바일,Windows,Chrome,1212,1091,7193,216,32.5,44,1834181
제주,서귀포시,2025-03-31,KakaoTalk,캠페인_A,추천링크,모바일,macOS,Chrome,2557,2359,11429,96,76.6,266,693917
부산,해운대구,2025-03-31,Naver,캠페인_N,검색광고,태블릿,Windows,Safari,4972,3729,9032,241,40.1,394,60709
대전,중구,2025-03-31,YouTube,캠페인_R,직접접속,PC,Android,Samsung Internet,1757,1411,5669,280,28.1,78,723349
경기,성남시,2025-03-31,TikTok,캠페인_B,자연검색,모바일,Android,Safari,4612,3177,11257,254,81.9,363,1373441
광주,북구,2025-04-01,YouTube,캠페인_L,SNS광고,모바일,Android,Samsung Internet,1638,1180,2842,198,25.2,46,549693
광주,광산구,2025-04-01,KakaoTalk,캠페인_C,이메일,PC,macOS,Chrome,3982,2741,11242,105,78.2,205,494234
부산,수영구,2025-04-01,TikTok,캠페인_S,검색광고,모바일,Windows,Safari,3347,2729,15244,223,32.0,23,1900006
부산,수영구,2025-04-01,Instagram,캠페인_M,검색광고,모바일,iOS,Chrome,4164,3236,6689,217,80.2,63,1685616
경기,화성시,2025-04-02,Naver,캠페인_L,SNS광고,PC,iOS,Edge,1054,864,5987,20,72.9,90,689359
대구,수성구,2025-04-02,KakaoTalk,캠페인_I,직접접속,모바일,Android,Samsung Internet,2183,1318,6324,155,44.8,69,612436
대구,중구,2025-04-02,Instagram,캠페인_A,추천링크,모바일,Windows,Chrome,3178,3015,18899,266,55.0,301,855599
경기,용인시,2025-04-02,Facebook,캠페인_L,SNS광고,모바일,iOS,Chrome,2427,1614,3819,195,85.8,60,339851
대전,중구,2025-04-03,KakaoTalk,캠페인_P,검색광고,모바일,iOS,Chrome,3104,2628,8242,351,22.7,174,201907
대전,유성구,2025-04-03,Instagram,캠페인_D,추천링크,모바일,macOS,Samsung Internet,4022,2910,17116,105,35.4,45,949911
제주,서귀포시,2025-04-04,Instagram,캠페인_L,SNS광고,모바일,Android,Safari,1135,868,6782,368,25.2,10,1477463
제주,서귀포시,2025-04-04,Instagram,캠페인_F,검색광고,모바일,Windows,Naver앱,2004,1283,9868,265,29.1,71,863113
광주,북구,2025-04-06,KakaoTalk,캠페인_B,이메일,모바일,Windows,Chrome,1534,1384,4687,13,19.8,14,1147046
부산,해운대구,2025-04-06,Instagram,캠페인_N,SNS광고,모바일,Windows,Safari,3571,2967,5715,363,58.3,227,957529
대구,북구,2025-04-06,Naver,캠페인_Q,자연검색,PC,Windows,Safari,1764,1447,9418,235,52.1,94,1097164
